Batt_soc,0.4986,0.5782,0.5781,0.7368,0.8969,0.8979,0.8668,0.7788,0.6348,0.5467,0.5557,0.5704,0.5843,0.5936,0.6011,0.6338,0.6335,0.5628,0.3710,0.2029,0.1000,0.1000,0.1000,0.1000
from grid,0.0000,25.0834,4.4276,37.7570,46.9857,37.6935,40.8099,0.0000,0.6530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.4298,57.2781,45.2879
to grid,9.0921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.7487,21.8129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
batt disch,0.2166,0.0000,0.0168,0.0000,0.0000,0.0000,4.6545,13.2005,21.5991,13.2192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0543,10.5986,28.7747,25.2119,15.4379,0.0000,0.0000,0.0000
batt charge,0.0000,14.7430,0.0000,29.4046,29.6420,0.1795,0.0000,0.0000,0.0000,0.0000,1.6551,2.7206,2.5753,1.7394,1.3889,6.0552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
dg output,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.7167,36.0086,34.5647,34.9751,0.0000,0.0000,0.0000
cost,-0.5274,1.4166,0.2541,2.1146,2.6533,2.6710,3.3495,2.8692,0.0606,-1.7729,-1.8095,-2.7977,-3.2980,-3.1315,-2.5950,-1.5478,-1.5818,2.9242,3.0339,2.9115,2.9459,4.3806,3.5317,2.5433
